image_id	official_order	official_name_jp	official_image_url_jp	card_type	card_type_jp	attribute	attribute_jp	cost_official	pack_jp_official	pack_order	race_jp	rarity_official	dp_official	effect_tags_jp	effect_timing_jp	condition_tags_jp	official_conflicts
white_05_03_01_00	1084	サテライトビーム	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_05_03_01_00.png?v=20201113	magic	マジック	white	白	5	PC:01 AWAKEN	14		R					
white_05_03_02r_00	1085	オートメイカー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_05_03_02r_00.png?v=20201113	magic	マジック	white	白	5	PC:02R DIVINE	10		R					
white_06_02_01_02	1086	D-08 アックスバイター	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_06_02_01_02.png?v=20201113	field_minion	フィールド・ミニオン	white	白	6	PC:01 AWAKEN	14	ソルジャー	C					
white_06_02_01_00	1087	ブラックジャガード	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_06_02_01_00.png?v=20201113	field_minion	フィールド・ミニオン	white	白	6	PC:01 AWAKEN	14	ハンター	R					
white_06_02_01_01	1088	戦闘型ロイド・ベルダ Mk4（双剣装備Ver.）	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_06_02_01_01.png?v=20201113	field_minion	フィールド・ミニオン	white	白	6	PC:01 AWAKEN	14	アンドロイド	E					
white_06_02_00_00	1089	R-A3 ランドザイム	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_06_02_00_00.png?v=20201113	field_minion	フィールド・ミニオン	white	白	6	ベーシック	15	ソルジャー	Basic					
white_06_02_01r_00	1090	「那由多に届く者」ヘルデューク	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_06_02_01r_00.png?v=20201113	field_minion	フィールド・ミニオン	white	白	6	PC:01R BEYOND	12	デミゴッド	L					
white_06_02_02_00	1091	カノーネン・ティーゲル	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_06_02_02_00.png?v=20201113	field_minion	フィールド・ミニオン	white	白	6	PC:02 CONTRACT	11	ハンター	E					
white_06_02_02r_00	1092	氷柱竜アイザルフ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_06_02_02r_00.png?v=20201113	field_minion	フィールド・ミニオン	white	白	6	PC:02R DIVINE	10	ドラゴン	E					
white_06_02_02r_01	1093	シュネル・アードラー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_06_02_02r_01.png?v=20201113	field_minion	フィールド・ミニオン	white	白	6	PC:02R DIVINE	10	ウイング	R					
white_06_01_03_02	1094	マキナスの修行僧	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_06_01_03_02.png?v=20201113	field_minion	フィールド・ミニオン	white	白	6	PC:03 EVOLVE	8	アンドロイド	R					
white_06_01_03_00	1095	R-C3	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_06_01_03_00.png?v=20201113	field_minion	フィールド・ミニオン	white	白	6	PC:03 EVOLVE	8	ソルジャー	C					
white_06_01_04_00	1096	「秘法の機婦人」オードリー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_06_01_04_00.png?v=20201113	field_minion	フィールド・ミニオン	white	白	6	PC:04 FORBIDDEN	6	アンドロイド	L					
white_06_01_04_01	1097	鉄騎皇イグドラシル	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_06_01_04_01.png?v=20201113	field_minion	フィールド・ミニオン	white	白	6	PC:04 FORBIDDEN	6	BS|ソルジャー	L					
white_06_01_04_02	1098	月光龍ストライク・ジークヴルム	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_06_01_04_02.png?v=20201113	field_minion	フィールド・ミニオン	white	白	6	PC:04 FORBIDDEN	6	BS|ドラゴン	E					
white_06_01_EX04_00	1099	仮面ライダーゼロワン シャイニングアサルトホッパー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_06_01_EX04_00.png?v=20201113	field_minion	フィールド・ミニオン	white	白	6	EX:04 KAMEN RIDER	4	仮面	E					
white_06_01_EX04c_00	1100	NEMS フルバースト	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_06_01_EX04c_00.png?v=20201113	field_minion	フィールド・ミニオン	white	白	6	EX:04 HEROIC_MASQUERADE	3	仮面	E					
white_06_01_05_00	1101	「青き流星」D-02 ブルーシル	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_06_01_05_00.png?v=20201113	field_minion	フィールド・ミニオン	white	白	6	PC:05 GLORY	2	ソルジャー	L					
white_08_01_06_00	1102	「雲海の白エイ」フルークロッヘン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_08_01_06_00.png?v=20201113	field_minion	フィールド・ミニオン	white	白	6	PC:06 HELIX	1	ウイング	E					
white_06_03_02_00	1103	エクス=キャノン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_06_03_02_00.png?v=20201113	magic	マジック	white	白	6	PC:02 CONTRACT	11		E					
white_07_02_01r_00	1104	戦闘型ロイド・シュバイン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_07_02_01r_00.png?v=20201113	field_minion	フィールド・ミニオン	white	白	7	PC:01R BEYOND	12	アンドロイド	E					
white_07_02_02r_00	1105	「凍械獣」グリフォン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_07_02_02r_00.png?v=20201113	field_minion	フィールド・ミニオン	white	白	7	PC:02R DIVINE	10	ウイング	L					
white_07_02_02r_01	1106	「氷雪械竜」グリフォン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_07_02_02r_01.png?v=20201113	field_minion	フィールド・ミニオン	white	白	7	PC:02R DIVINE	10	ウイング|ドラゴン	L					
white_07_01_03_00	1107	「サラの召喚獣」メタリック・スティード Lv1	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_07_01_03_00.png?v=20201113	field_minion	フィールド・ミニオン	white	白	7	PC:03 EVOLVE	8	アルカナ	L					
white_07_01_03_01	1108	「サラの召喚獣」メタリック・スティード Lv2	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_07_01_03_01.png?v=20201113	field_minion	フィールド・ミニオン	white	白	7	PC:03 EVOLVE	8	アルカナ	L					
white_07_01_03_02	1109	「サラの召喚獣」メタリック・スティード Lv3	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_07_01_03_02.png?v=20201113	field_minion	フィールド・ミニオン	white	白	7	PC:03 EVOLVE	8	アルカナ	L					
white_07_01_04_03	1110	D-05 ファイアアクス	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_07_01_04_03.png?v=20201113	field_minion	フィールド・ミニオン	white	白	7	PC:04 FORBIDDEN	6	ソルジャー	E					
white_07_01_04_00	1111	宝瓶神機アクア・エリシオン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_07_01_04_00.png?v=20201113	field_minion	フィールド・ミニオン	white	白	7	PC:04 FORBIDDEN	6	BS|光導	E					
white_07_01_EX04_00	1112	仮面ライダーゼロワン メタルクラスタホッパー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_07_01_EX04_00.png?v=20201113	field_minion	フィールド・ミニオン	white	白	7	EX:04 KAMEN RIDER	4	仮面	L					
white_07_01_EX04c_00	1113	NEMESIS-00	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_07_01_EX04c_00.png?v=20201113	field_minion	フィールド・ミニオン	white	白	7	EX:04 HEROIC_MASQUERADE	3	仮面	L					
white_0_01_06_00	1114	「ハーモニー傭兵団・団長」ピアストル	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_0_01_06_00.png?v=20201113	field_minion	フィールド・ミニオン	white|green	白|緑	7	PC:06 HELIX	1	エルフ|ソルジャー	L					
white_07_02_03_00	1115	データ解析	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_07_02_03_00.png?v=20201113	magic	マジック	white	白	7	PC:03 EVOLVE	8		E					
white_08_02_01_00	1116	「百獣」ヴァイスレーベ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_08_02_01_00.png?v=20201113	field_minion	フィールド・ミニオン	white	白	8	PC:01 AWAKEN	14	ハンター	L					
white_08_02_01_01	1117	アイスベアード	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_08_02_01_01.png?v=20201113	field_minion	フィールド・ミニオン	white	白	8	PC:01 AWAKEN	14	ハンター	R					
white_08_01_04_00	1118	獅機龍神ストライクヴルム・レオ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_08_01_04_00.png?v=20201113	field_minion	フィールド・ミニオン	white	白	8	PC:04 FORBIDDEN	6	BS|光導	L					
white_08_01_EX03_00	1119	機獣要塞ナウマンガルド	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_08_01_EX03_00.png?v=20201113	field_minion	フィールド・ミニオン	white	白	8	EX:03 Battle Spirits	5	BS|ハンター	E					
white_010_01_06_00	1120	「マキナスの戦闘メイド」ロゼッタ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_010_01_06_00.png?v=20201113	field_minion	フィールド・ミニオン	white	白	8	PC:06 HELIX	1	アンドロイド	L					
white_09_02_01_00	1121	「祈祷者」ゼクスシュバンツ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_09_02_01_00.png?v=20201113	field_minion	フィールド・ミニオン	white	白	9+	PC:01 AWAKEN	14	ハンター	E					
white_09_02_02_00	1122	「氷原公」フリーレン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_09_02_02_00.png?v=20201113	field_minion	フィールド・ミニオン	white	白	9+	PC:02 CONTRACT	11	ドラゴン	L					
white_09_01_03_00	1123	「粉砕」シュヴァルツティーガー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_09_01_03_00.png?v=20201113	field_minion	フィールド・ミニオン	white	白	9+	PC:03 EVOLVE	8	ハンター	L					
white_09_01_04_00	1124	翼神機グラン・ウォーデン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_09_01_04_00.png?v=20201113	field_minion	フィールド・ミニオン	white	白	9+	PC:04 FORBIDDEN	6	BS|ウイング	L					
white_09_01_04_01	1125	月光神龍ルナテック・ストライクヴルム	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_09_01_04_01.png?v=20201113	field_minion	フィールド・ミニオン	white	白	9+	PC:04 FORBIDDEN	6	BS|ドラゴン	E					
white_09_01_EX03_00	1126	終焉の騎神ラグナ・ロック	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_09_01_EX03_00.png?v=20201113	field_minion	フィールド・ミニオン	white	白	9+	EX:03 Battle Spirits	5	BS|ソルジャー	L					
white_09_01_EX04_00	1127	仮面ライダーゼロツー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_09_01_EX04_00.png?v=20201113	field_minion	フィールド・ミニオン	white	白	9+	EX:04 KAMEN RIDER	4	仮面	L					
white_09_01_EX04c_00	1128	NEMESIS-99	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_09_01_EX04c_00.png?v=20201113	field_minion	フィールド・ミニオン	white	白	9+	EX:04 HEROIC_MASQUERADE	3	仮面	L					
white_09_01_05_00	1129	「機械天使」ヘブンス	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_09_01_05_00.png?v=20201113	field_minion	フィールド・ミニオン	white	白	9+	PC:05 GLORY	2	エンジェル	L					
colorless_00_02_02r_00	1130	「樹の守護天使」メタトロン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_00_02_02r_00.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	0	PC:02R DIVINE	10	エンジェル	L					
colorless_00_01_01_01	1131	ハンマーヘッドビー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_00_01_01_01.png?v=20201113	base_minion	ベース・ミニオン	colorless	無色		PC:01 AWAKEN	14	モンスター	C					
colorless_00_01_01_00	1132	1カラットラット	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_00_01_01_00.png?v=20201113	base_minion	ベース・ミニオン	colorless	無色		PC:01 AWAKEN	14	ラット	R					
colorless_00_01_01r_00	1133	魔術都市の住人	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_00_01_01r_00.png?v=20201113	base_minion	ベース・ミニオン	colorless	無色		PC:01R BEYOND	12	ラット	C					
colorless_00_01_01r_01	1134	セントールの狩人	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_00_01_01r_01.png?v=20201113	base_minion	ベース・ミニオン	colorless	無色		PC:01R BEYOND	12	セントール	R					
colorless_00_01_02_00	1135	「弓精」アキュレー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_00_01_02_00.png?v=20201113	base_minion	ベース・ミニオン	colorless	無色		PC:02 CONTRACT	11	ニンフ	C					
colorless_00_01_02_01	1136	「砂精」サンディー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_00_01_02_01.png?v=20201113	base_minion	ベース・ミニオン	colorless	無色		PC:02 CONTRACT	11	ニンフ	R					
colorless_00_01_02_02	1137	「空精」クリスカ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_00_01_02_02.png?v=20201113	base_minion	ベース・ミニオン	colorless	無色		PC:02 CONTRACT	11	ニンフ	E					
colorless_00_01_02r_00	1138	「花精」フィオレ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_00_01_02r_00.png?v=20201113	base_minion	ベース・ミニオン	colorless	無色		PC:02R DIVINE	10	ニンフ	E					
colorless_00_01_02c_00	1139	無銘の剣	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_00_01_02c_00.png?v=20201113	base_minion	ベース・ミニオン	colorless	無色		EXCODE:02C SAO	9	アイテム|ソード	E					
colorless_00_00_03_00	1140	「大召喚士」ラス Lv1	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_00_00_03_00.png?v=20201113	base_minion	ベース・ミニオン	colorless	無色		PC:03 EVOLVE	8	エヴォーカー	L					
colorless_00_00_03_01	1141	「大召喚士」ラス Lv2	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_00_00_03_01.png?v=20201113	base_minion	ベース・ミニオン	colorless	無色		PC:03 EVOLVE	8	エヴォーカー	L					
colorless_00_00_03_02	1142	「大召喚士」ラス Lv3	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_00_00_03_02.png?v=20201113	base_minion	ベース・ミニオン	colorless	無色		PC:03 EVOLVE	8	エヴォーカー	L					
colorless_00_01_EX02_00	1143	魔剣ダークアイ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_00_01_EX02_00.png?v=20201113	base_minion	ベース・ミニオン	colorless	無色		EX:02 幻影の剣士	7	アイテム|ソード	E					
colorless_00_00_04_00	1144	「天才魔術師」エマ Lv1	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_00_00_04_00.png?v=20201113	base_minion	ベース・ミニオン	colorless	無色		PC:04 FORBIDDEN	6	エヴォーカー	L					
colorless_00_00_04_01	1145	「天才魔術師」エマ Lv2	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_00_00_04_01.png?v=20201113	base_minion	ベース・ミニオン	colorless	無色		PC:04 FORBIDDEN	6	エヴォーカー	L					
colorless_00_00_04_02	1146	「天才魔術師」エマ Lv3	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_00_00_04_02.png?v=20201113	base_minion	ベース・ミニオン	colorless	無色		PC:04 FORBIDDEN	6	エヴォーカー	L					
colorless_00_00_04_03	1147	コア	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_00_00_04_03.png?v=20201113	base_minion	ベース・ミニオン	colorless	無色		PC:04 FORBIDDEN	6	コア	C					
colorless_00_00_EX03_00	1148	「サーガブレイヴ」ダン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_00_00_EX03_00.png?v=20201113	base_minion	ベース・ミニオン	colorless	無色	0	EX:03 Battle Spirits	5	カードバトラー	R					
colorless_00_00_05_00	1149	「流浪の鼠騎士」ワンダ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_00_00_05_00.png?v=20201113	base_minion	ベース・ミニオン	colorless	無色		PC:05 GLORY	2	ラット	E					
colorless_00_00_05_01	1150	獣人ポメラ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_00_00_05_01.png?v=20201113	base_minion	ベース・ミニオン	colorless	無色		PC:05 GLORY	2	トライブ	C					
colorless_01_02_01_00	1151	臆病じゃない金鶏	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_01_02_01_00.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	1	PC:01 AWAKEN	14	ビースト	C					
colorless_01_02_01_01	1152	荒野の旅人	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_01_02_01_01.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	1	PC:01 AWAKEN	14	セントール	R					
colorless_01_02_00_00	1153	盾持ちゴブリン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_01_02_00_00.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	1	ベーシック	15	ゴブリン	Basic					
colorless_01_02_01r_00	1154	ポリン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_01_02_01r_00.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	1	PC:01R BEYOND	12	モンスター	C					
colorless_01_02_02r_00	1155	マッピーラット	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_01_02_02r_00.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	1	PC:02R DIVINE	10	ラット	C					
colorless_01_02_02c_00	1156	「テイマー」シリカ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_01_02_02c_00.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	1	EXCODE:02C SAO	9	ソード	C					
colorless_01_02_02c_01	1157	「風の妖精」リーファ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_01_02_02c_01.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	1	EXCODE:02C SAO	9	ソード	C					
colorless_01_02_02c_02	1158	「悪魔の樹」ギガスシダー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_01_02_02c_02.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	1	EXCODE:02C SAO	9	ソード	C					
colorless_01_02_02c_03	1159	「電子の妖精」ユイ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_01_02_02c_03.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	1	EXCODE:02C SAO	9	ソード	E					
colorless_01_02_EX02_00	1160	「ブリーダー」エリカ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_01_02_EX02_00.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	1	EX:02 幻影の剣士	7	ソード	C					
colorless_01_02_EX02_01	1161	「幸運の導き手」リリ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_01_02_EX02_01.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	1	EX:02 幻影の剣士	7	ソード	C					
colorless_01_02_EX02_02	1162	ウェポンスケアクロウ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_01_02_EX02_02.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	1	EX:02 幻影の剣士	7	ソード	C					
colorless_01_02_EX02_03	1163	「エレメンタル」ナビ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_01_02_EX02_03.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	1	EX:02 幻影の剣士	7	ソード	E					
colorless_01_01_04_00	1164	鋭爪フラミンゴ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_01_01_04_00.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	1	PC:04 FORBIDDEN	6	ウイング	C					
colorless_01_01_EX04_00	1165	仮面ライダーアクセル	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_01_01_EX04_00.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	1	EX:04 KAMEN RIDER	4	仮面	C					
colorless_01_01_EX04_01	1166	仮面ライダーバース	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_01_01_EX04_01.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	1	EX:04 KAMEN RIDER	4	仮面	C					
colorless_01_01_EX04_02	1167	仮面ライダーアクア	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_01_01_EX04_02.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	1	EX:04 KAMEN RIDER	4	仮面	R					
colorless_01_01_EX04_03	1168	仮面ライダーバルキリー ラッシングチーター	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_01_01_EX04_03.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	1	EX:04 KAMEN RIDER	4	仮面	C					
colorless_01_01_EX04c_00	1169	赤熱の仮面 アクセラ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_01_01_EX04c_00.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	1	EX:04 HEROIC_MASQUERADE	3	仮面	C					
colorless_01_01_EX04c_01	1170	「隻眼」バートル	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_01_01_EX04c_01.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	1	EX:04 HEROIC_MASQUERADE	3	仮面	C					
colorless_01_01_EX04c_02	1171	「潜水士」アクアン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_01_01_EX04c_02.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	1	EX:04 HEROIC_MASQUERADE	3	仮面	R					
colorless_01_01_EX04c_03	1172	Valk エオリアRC	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_01_01_EX04c_03.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	1	EX:04 HEROIC_MASQUERADE	3	仮面	C					
colorless_01_01_05_00	1173	メット・ブレイカー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_01_01_05_00.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	1	PC:05 GLORY	2	ウイング|レギオン	C					
colorless_02_01_06_00	1174	ダックラットナイト	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_02_01_06_00.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	1	PC:06 HELIX	1	ラット	R					
colorless_01_02_04_00	1175	エマの第1魔法：グリード	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_01_02_04_00.png?v=20201113	magic	マジック	colorless	無色	1	PC:04 FORBIDDEN	6		L					
colorless_01_04_00_00	1176	スライム・ブロック・トークン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_01_04_00_00.png?v=20201113	token_minion	ミニオン・トークン	colorless	無色	1	ベーシック	15	モンスター	C					
colorless_01_04_00_01	1177	ドラゴン『火』・トークン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_01_04_00_01.png?v=20201113	token_minion	ミニオン・トークン	colorless	無色	1	ベーシック	15	ドラゴン	Basic					
colorless_02_02_01_00	1178	ダンシング・カトラス	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_02_02_01_00.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	2	PC:01 AWAKEN	14	モンスター	C					
colorless_02_02_01_03	1179	斥候パルパンサー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_02_02_01_03.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	2	PC:01 AWAKEN	14	ビースト	C					
colorless_02_02_01_01	1180	ボム・ウィスプ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_02_02_01_01.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	2	PC:01 AWAKEN	14	モンスター	R					
colorless_02_02_01_02	1181	ゴライアス・ボアイーター	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_02_02_01_02.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	2	PC:01 AWAKEN	14	モンスター	R					
colorless_02_02_00_00	1182	ゴブリンソルジャー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_02_02_00_00.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	2	ベーシック	15	ゴブリン	Basic					
colorless_02_02_00_01	1183	ハナルマジロ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_02_02_00_01.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	2	ベーシック	15	ビースト	Basic					
colorless_02_02_00_02	1184	メイジコブラ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_02_02_00_02.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	2	ベーシック	15	ビースト	Basic					
colorless_02_02_00_03	1185	マッドジャガード	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_02_02_00_03.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	2	ベーシック	15	ハンター	Basic					
colorless_02_02_ex01_00	1186	「翔の鼠騎士」フライト	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_02_02_ex01_00.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	2	EX:01 魔術都市の9戦士	13	ラット	R
colorless_02_02_01r_00	1187	スパイクトード	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_02_02_01r_00.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	2	PC:01R BEYOND	12	キマイラ	C					
colorless_02_02_02_00	1188	「紅の鼠騎士」スカーレット	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_02_02_02_00.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	2	PC:02 CONTRACT	11	ラット	C					
colorless_02_02_02_01	1189	グリーンミミック	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_02_02_02_01.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	2	PC:02 CONTRACT	11	モンスター	R					
colorless_02_02_02r_00	1190	はぐれメカ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_02_02_02r_00.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	2	PC:02R DIVINE	10	モンスター	C					
colorless_02_02_02r_01	1191	災いのゴブリン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_02_02_02r_01.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	2	PC:02R DIVINE	10	ゴブリン	C					
colorless_02_02_02c_04	1192	「鍛冶屋」リズベット	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_02_02_02c_04.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	2	EXCODE:02C SAO	9	ソード	E					
colorless_02_02_02c_05	1193	イルファング・ザ・コボルドロード	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_02_02_02c_05.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	2	EXCODE:02C SAO	9	ソード	C					
colorless_02_02_02c_00	1194	「ARアイドル」ユナ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_02_02_02c_00.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	2	EXCODE:02C SAO	9	ソード	R					
colorless_02_01_03_00	1195	ガーゴイル	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_02_01_03_00.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	2	PC:03 EVOLVE	8	モンスター	C					
colorless_03_01_03_03	1196	気高き騎士	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_03_01_03_03.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	2	PC:03 EVOLVE	8	セントール	R					
colorless_02_01_03_01	1197	斧のミノタウロス	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_02_01_03_01.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	2	PC:03 EVOLVE	8	ソード|モンスター	E					
