name_jp	cost	bp	dp	ability_jp	url	source
バインディングローズ	4(緑2)			"【メイン】/【フラッシュ】
ミニオンまたはフォースを2つまでレストする。自分のターンである場合、それらは次の相手のスタンバイフェイズ終了時までアクティブにならない。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%d0%a5%a4%a5%f3%a5%c7%a5%a3%a5%f3%a5%b0%a5%ed%a1%bc%a5%ba%a1%d5	seesaa
バッドトーク	1(紫1)			"【メイン】
自分のデッキを上から3枚破棄する。その後、自分のトラッシュにある、コスト3以下のミニオンカード1枚を手札に戻す。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%d0%a5%c3%a5%c9%a5%c8%a1%bc%a5%af%a1%d5	seesaa
バリチャルグオ	3(緑1)	400	1	"【相手のターン】
自分のプレイヤーがコスト5以下の相手のミニオンにアタックされるたび、このミニオンをアクティブにする。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%d0%a5%ea%a5%c1%a5%e3%a5%eb%a5%b0%a5%aa%a1%d5	seesaa
バンシー	4(紫2)	300	1	"【破壊時】
相手のコスト4以下のミニオン1体を破壊する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%d0%a5%f3%a5%b7%a1%bc%a1%d5	seesaa
バンド・オブ・ブラックスケイル	4(青2)	400	1	"《ベース》【後退時】
相手のコスト5以下のミニオン1体をレスト状態でベースに移動させる。（この効果はマナの効果として発揮する。）"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%d0%a5%f3%a5%c9%a1%a6%a5%aa%a5%d6%a1%a6%a5%d6%a5%e9%a5%c3%a5%af%a5%b9%a5%b1%a5%a4%a5%eb%a1%d5	seesaa
パラライズボール	2(赤1)			"【メイン】/【フラッシュ】
相手のBP500以上のミニオン1体を選択する。このターン中、そのミニオンはブロックできない。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%d1%a5%e9%a5%e9%a5%a4%a5%ba%a5%dc%a1%bc%a5%eb%a1%d5	seesaa
パワー・オブ・サン	6(黄3)			"【メイン】/【フラッシュ】
このターン中、自分のミニオン1体をBP+400/DP+2する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%d1%a5%ef%a1%bc%a1%a6%a5%aa%a5%d6%a1%a6%a5%b5%a5%f3%a1%d5	seesaa
パワーアップル	3(緑2)			"【メイン】/【フラッシュ】
このターン中、ミニオン1体をBP+300/DP+1して[貫通]を与える。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%d1%a5%ef%a1%bc%a5%a2%a5%c3%a5%d7%a5%eb%a1%d5	seesaa
パンデミック	8(紫3)			"【メイン】
全てのミニオンを破壊する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%d1%a5%f3%a5%c7%a5%df%a5%c3%a5%af%a1%d5	seesaa
ヒーリング・シープ	3	300	1	"【召喚時】
自分のプレイヤーを1回復する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%d2%a1%bc%a5%ea%a5%f3%a5%b0%a1%a6%a5%b7%a1%bc%a5%d7%a1%d5	seesaa
ヒーリング	1(緑1)			"【メイン】/【フラッシュ】
自分のプレイヤーを1回復する。自分の種族「ツリーフォーク」を持つミニオンがいる場合、自分はカードを1枚引く。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%d2%a1%bc%a5%ea%a5%f3%a5%b0%a1%d5	seesaa
ヒドゥンヴォルフ	4	300	2	"【召喚時】
相手のミニオン1体毎に、このミニオンにBP+100を付与する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%d2%a5%c9%a5%a5%a5%f3%a5%f4%a5%a9%a5%eb%a5%d5%a1%d5	seesaa
ビームスマッシャー	3(白2)			"【メイン】/【フラッシュ】
コスト5以上のミニオン1体を破壊する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%d3%a1%bc%a5%e0%a5%b9%a5%de%a5%c3%a5%b7%a5%e3%a1%bc%a1%d5	seesaa
ファーツォーク	5(緑2)	500	2	"【召喚時】
相手のミニオン1体をレストする。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%d5%a5%a1%a1%bc%a5%c4%a5%a9%a1%bc%a5%af%a1%d5	seesaa
ファイアーバット	4(赤2)	400	1	"【召喚時】
このターン中、相手のミニオン1体をBP-300する。
（BP0になったミニオンは破壊される。）"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%d5%a5%a1%a5%a4%a5%a2%a1%bc%a5%d0%a5%c3%a5%c8%a1%d5	seesaa
ファイアービートル	2(赤1)	200	1	襲撃	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%d5%a5%a1%a5%a4%a5%a2%a1%bc%a5%d3%a1%bc%a5%c8%a5%eb%a1%d5	seesaa
ファイアリザード	2(赤1)	200	1	"【自分のターン】
他の自分の「ファイアリザード」1体毎に、このミニオンをBP+300する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%d5%a5%a1%a5%a4%a5%a2%a5%ea%a5%b6%a1%bc%a5%c9%a1%d5	seesaa
ファンカリアス	4	400	2	"【召喚時】
自分のプレイヤーか自分のフォース1つを1回復する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%d5%a5%a1%a5%f3%a5%ab%a5%ea%a5%a2%a5%b9%a1%d5	seesaa
フェニックスの雛	3(黄1)	200	1	"【召喚時】
自分のデッキを上から2枚見て、その中のフィールド・ミニオンカード1枚を公開して手札に加える。残りをランダムにデッキの下に戻す。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%d5%a5%a7%a5%cb%a5%c3%a5%af%a5%b9%a4%ce%bf%f7%a1%d5	seesaa
フォーリングロック	1(緑1)			"【メイン】
レスト状態であるBP400以下のミニオン1体を破壊する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%d5%a5%a9%a1%bc%a5%ea%a5%f3%a5%b0%a5%ed%a5%c3%a5%af%a1%d5	seesaa
フォレストガード	3(緑2)			"【メイン】/【フラッシュ】
相手のレスト状態であるミニオン1体にBP-500を付与する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%d5%a5%a9%a5%ec%a5%b9%a5%c8%a5%ac%a1%bc%a5%c9%a1%d5	seesaa
フライング・クロース	5	300	1	潜入	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%d5%a5%e9%a5%a4%a5%f3%a5%b0%a1%a6%a5%af%a5%ed%a1%bc%a5%b9%a1%d5	seesaa
フレイムカーマン	2(赤1)	300	1	"【アタック時】
プレイヤーにアタックした場合、このミニオンにBP+100を付与する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%d5%a5%ec%a5%a4%a5%e0%a5%ab%a1%bc%a5%de%a5%f3%a1%d5	seesaa
ブラック・フレイム	6	400	2	"潜入
【常時】
他に自分のミニオンがいない場合、このミニオンは相手の効果で選択できない。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%d6%a5%e9%a5%c3%a5%af%a1%a6%a5%d5%a5%ec%a5%a4%a5%e0%a1%d5	seesaa
ブラックジャガード	6(白2)	700	2	"【自分のターン】
このミニオンがバトルに勝利するたび、このミニオンをアクティブにする。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%d6%a5%e9%a5%c3%a5%af%a5%b8%a5%e3%a5%ac%a1%bc%a5%c9%a1%d5	seesaa
ブリーチング	3(赤1)			"【メイン】/【フラッシュ】
相手のミニオン1体にBP-300を付与する。そのミニオンが種族「ドラゴン」を持つ場合、代わりにBP-600を付与する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%d6%a5%ea%a1%bc%a5%c1%a5%f3%a5%b0%a1%d5	seesaa
ブレイブ・ドラマー	6	800	1	"【アタック時】
このバトル中、他の自分のミニオン1体毎に、このミニオンをDP+1する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%d6%a5%ec%a5%a4%a5%d6%a1%a6%a5%c9%a5%e9%a5%de%a1%bc%a1%d5	seesaa
ブロッブウォール	5	500	0	"【召喚時】
「スライム・ブロック・トークン」（無色・モンスター・コスト1・BP300/DP0）1体を出す。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%d6%a5%ed%a5%c3%a5%d6%a5%a6%a5%a9%a1%bc%a5%eb%a1%d5	seesaa
プテラノックス	6(赤1)	700	3	（効果なし）	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%d7%a5%c6%a5%e9%a5%ce%a5%c3%a5%af%a5%b9%a1%d5	seesaa
ベテランゴブリン	3	300	1	"【召喚時】
相手のミニオン1体にBP-200を付与する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%d9%a5%c6%a5%e9%a5%f3%a5%b4%a5%d6%a5%ea%a5%f3%a1%d5	seesaa
ペルチャルシー	3(緑1)	300	1	"【常時】
自分の緑マナが4つ以上ある場合、このミニオンをBP+200/DP+1する。
【相手のターン】
自分のプレイヤーか自分のフォースに与えられる無色のミニオンからのダメージを1軽減する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%da%a5%eb%a5%c1%a5%e3%a5%eb%a5%b7%a1%bc%a1%d5	seesaa
ペンタゴナ音楽隊「チェロ」	5(青2)	500	2	"【召喚時】
自分のトラッシュにある、コスト4以下のマジックカード1枚を手札に戻す。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%da%a5%f3%a5%bf%a5%b4%a5%ca%b2%bb%b3%da%c2%e2%a1%d6%a5%c1%a5%a7%a5%ed%a1%d7%a1%d5	seesaa
ペンタゴナ音楽隊「チューバ」	2(青1)	200	1	"【常時】
自分がマジックを使用するたび、このミニオンにBP+100を付与する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%da%a5%f3%a5%bf%a5%b4%a5%ca%b2%bb%b3%da%c2%e2%a1%d6%a5%c1%a5%e5%a1%bc%a5%d0%a1%d7%a1%d5	seesaa
ペンタゴナ音楽隊「ティンパニー」	4(青1)	200	1	"潜入
【自分のターン】
このターンに自分が青のマジックを使用している場合、自分の手札にあるこのカードのフリーコストは0になる。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%da%a5%f3%a5%bf%a5%b4%a5%ca%b2%bb%b3%da%c2%e2%a1%d6%a5%c6%a5%a3%a5%f3%a5%d1%a5%cb%a1%bc%a1%d7%a1%d5	seesaa
ペンタゴナ音楽隊「フルート」	2(青1)	300	1	"【常時】
自分の手札にあるマジックカードのフリーコストを1減らす。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%da%a5%f3%a5%bf%a5%b4%a5%ca%b2%bb%b3%da%c2%e2%a1%d6%a5%d5%a5%eb%a1%bc%a5%c8%a1%d7%a1%d5	seesaa
ペンタゴナ音楽隊「見習組」	1(青1)	200	0	"【召喚時】
自分のデッキを上から1枚見る。そのカードをデッキの上か下に戻す。
【常時】
このミニオンはベースに移動するとき、レスト状態で移動する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%da%a5%f3%a5%bf%a5%b4%a5%ca%b2%bb%b3%da%c2%e2%a1%d6%b8%ab%bd%ac%c1%c8%a1%d7%a1%d5	seesaa
ホーリードラゴン	5	400	2	"【破壊時】
自分のプレイヤーを2回復する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%db%a1%bc%a5%ea%a1%bc%a5%c9%a5%e9%a5%b4%a5%f3%a1%d5	seesaa
ホーリーフライ	2(白1)	200	1	"【後退時】
このターン中、自分のミニオン1体は相手のマジックの効果で選択できない。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%db%a1%bc%a5%ea%a1%bc%a5%d5%a5%e9%a5%a4%a1%d5	seesaa
ホワイトフィンドルフィン	3(青1)	200	1	"【召喚時】
自分はカードを1枚引く。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%db%a5%ef%a5%a4%a5%c8%a5%d5%a5%a3%a5%f3%a5%c9%a5%eb%a5%d5%a5%a3%a5%f3%a1%d5	seesaa
ボーンチャリオッツ	5(紫2)	500	2	"【召喚時】
自分のトラッシュにある、フィールド・ミニオンカード1枚を手札に戻すことができる。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%dc%a1%bc%a5%f3%a5%c1%a5%e3%a5%ea%a5%aa%a5%c3%a5%c4%a1%d5	seesaa
ボム・ウィスプ	2	100	1	"【破壊時】
BP300以下のミニオン全てを破壊する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%dc%a5%e0%a1%a6%a5%a6%a5%a3%a5%b9%a5%d7%a1%d5	seesaa
ボム・ウォール	4	500	0	"【召喚時】
相手のBP400以下のミニオン1体を破壊する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%dc%a5%e0%a1%a6%a5%a6%a5%a9%a1%bc%a5%eb%a1%d5	seesaa
ボンバルーン・ラット	6	700	2	再起	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%dc%a5%f3%a5%d0%a5%eb%a1%bc%a5%f3%a1%a6%a5%e9%a5%c3%a5%c8%a1%d5	seesaa
ポイズンガブ	2(青1)	300	1	（効果なし）	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%dd%a5%a4%a5%ba%a5%f3%a5%ac%a5%d6%a1%d5	seesaa
ポセイドの歌い手	-	300	1	"《デッキ》
このカードは何枚でもデッキに入れられる。
【常時】
このミニオンはブロックできない。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%dd%a5%bb%a5%a4%a5%c9%a4%ce%b2%ce%a4%a4%bc%ea%a1%d5	seesaa
ポセイドの守護者	-	100	1	"【常時】
このミニオンはブロックできない。
《ベース》【自分のターン終了時】
このマナをアクティブにする。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%dd%a5%bb%a5%a4%a5%c9%a4%ce%bc%e9%b8%ee%bc%d4%a1%d5	seesaa
ポリン	1	200	0	"【召喚時】
自分のベースにミニオンでない無色マナしかない場合、自分はカードを1枚引く。
【常時】
このミニオンはベースに移動するとき、レスト状態で移動する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%dd%a5%ea%a5%f3%a1%d5	seesaa
マーチャルーカ	2(緑1)	300	1	（効果なし）	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%de%a1%bc%a5%c1%a5%e3%a5%eb%a1%bc%a5%ab%a1%d5	seesaa
マーフォーク・トークン	2	200	1	（効果なし）	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%de%a1%bc%a5%d5%a5%a9%a1%bc%a5%af%a1%a6%a5%c8%a1%bc%a5%af%a5%f3%a1%d5	seesaa
マーフォークス・マーチ	0			"【メイン】
自分の青のミニオンがいる場合、自分の移動権を1増やす。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%de%a1%bc%a5%d5%a5%a9%a1%bc%a5%af%a5%b9%a1%a6%a5%de%a1%bc%a5%c1%a1%d5	seesaa
マーメイドの戦士	-	300	1	"【常時】
このミニオンはブロックできない。
【配置時】
自分のミニオン1体をベースに移動できる。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%de%a1%bc%a5%e1%a5%a4%a5%c9%a4%ce%c0%ef%bb%ce%a1%d5	seesaa
マオルブルフ	2(白1)	300	1	（効果なし）	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%de%a5%aa%a5%eb%a5%d6%a5%eb%a5%d5%a1%d5	seesaa
マキナスの守護者	-	100	1	"【常時】
このミニオンはブロックできない。
《ベース》【自分のターン終了時】
このマナをアクティブにする。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%de%a5%ad%a5%ca%a5%b9%a4%ce%bc%e9%b8%ee%bc%d4%a1%d5	seesaa
マキナスの住人	-	300	1	"《デッキ》
このカードは何枚でもデッキに入れられる。
【常時】
このミニオンはブロックできない。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%de%a5%ad%a5%ca%a5%b9%a4%ce%bd%bb%bf%cd%a1%d5	seesaa
マッドール	1(紫1)	300	1	"【常時】
このミニオンは、このミニオンのバトル終了時に破壊される。
【常時】
このミニオンはベースに移動するとき、レスト状態で移動する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%de%a5%c3%a5%c9%a1%bc%a5%eb%a1%d5	seesaa
マッドジャガード	2	200	1	"【破壊時】
自分のフォース1つを1回復する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%de%a5%c3%a5%c9%a5%b8%a5%e3%a5%ac%a1%bc%a5%c9%a1%d5	seesaa
マッドピッド	1(紫1)			"【メイン】
コスト3以下のミニオン1体を破壊する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%de%a5%c3%a5%c9%a5%d4%a5%c3%a5%c9%a1%d5	seesaa
マッドライノ	3(紫1)	300	1	"【後退時】
相手のミニオン1体にBP-200を付与する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%de%a5%c3%a5%c9%a5%e9%a5%a4%a5%ce%a1%d5	seesaa
ミーアプリースト	2(黄1)	200	1	"【召喚時】
このターン中、自分のミニオン1体をBP+200する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%df%a1%bc%a5%a2%a5%d7%a5%ea%a1%bc%a5%b9%a5%c8%a1%d5	seesaa
ミーアマジシャン	2(黄1)	300	1	（効果なし）	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%df%a1%bc%a5%a2%a5%de%a5%b8%a5%b7%a5%e3%a5%f3%a1%d5	seesaa
ミッシングフォッグ	4(紫2)			"【メイン】
コスト3以下のミニオン全てを破壊する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%df%a5%c3%a5%b7%a5%f3%a5%b0%a5%d5%a5%a9%a5%c3%a5%b0%a1%d5	seesaa
ミュルミュール	1(紫1)	100	0	"【破壊時】
自分の紫のミニオン1体にBP+100を付与する。
【常時】
このミニオンはベースに移動するとき、レスト状態で移動する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%df%a5%e5%a5%eb%a5%df%a5%e5%a1%bc%a5%eb%a1%d5	seesaa
ムービングシールド	3(白1)			"【フラッシュ】
相手のアタックしているミニオンのアタック対象を変更する。自分のフォースが無い場合、代わりに自分はカードを1枚引く。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%e0%a1%bc%a5%d3%a5%f3%a5%b0%a5%b7%a1%bc%a5%eb%a5%c9%a1%d5	seesaa
メイジコブラ	2	200	0	"【破壊時】
自分はカードを1枚引く。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%e1%a5%a4%a5%b8%a5%b3%a5%d6%a5%e9%a1%d5	seesaa
メイプルツォーク	8(緑2)	900	2	"【アタック時】
相手のコスト4以下のミニオン全てをレストする。
【自分のターン終了時】
自分の緑マナが4つ以上ある場合、自分のプレイヤーを1回復する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%e1%a5%a4%a5%d7%a5%eb%a5%c4%a5%a9%a1%bc%a5%af%a1%d5	seesaa
メイルシュトローム	10(青5)			"【メイン】
「ドラゴン「火」・トークン」1体と「ドラゴン「水」・トークン」1体と「ドラゴン「風」・トークン」1体と「ドラゴン「雷」・トークン」1体を出す。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%e1%a5%a4%a5%eb%a5%b7%a5%e5%a5%c8%a5%ed%a1%bc%a5%e0%a1%d5	seesaa
メガトンハンマー	4(赤1)			"【メイン】/【フラッシュ】
このターン中、相手ミニオン1体をBP-600する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%e1%a5%ac%a5%c8%a5%f3%a5%cf%a5%f3%a5%de%a1%bc%a1%d5	seesaa
メガロサウルス	3	500	1	-	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%e1%a5%ac%a5%ed%a5%b5%a5%a6%a5%eb%a5%b9%a1%d5	seesaa
モーホークザウラー	5(赤2)	400	2	"襲撃
【常時】
自分の種族「デミゴッド」を持つミニオンがいる場合、このミニオンをBP+200/DP+1する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%e2%a1%bc%a5%db%a1%bc%a5%af%a5%b6%a5%a6%a5%e9%a1%bc%a1%d5	seesaa
モノアイドラゴン	5	500	1	"【召喚時】
相手の【破壊時】を持つミニオン1体を除外する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%e2%a5%ce%a5%a2%a5%a4%a5%c9%a5%e9%a5%b4%a5%f3%a1%d5	seesaa
モルド	4	400	2	"【常時】
他の自分のミニオンが破壊されるたび、このミニオンにBP+100を付与する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%e2%a5%eb%a5%c9%a1%d5	seesaa
モルフェオ「スカーレル」	3(緑1)	300	1	"【自分のマナフェイズ】
自分の「デメテーの村娘」が置かれるたび、自分はカードを1枚引く。この効果は重複しない。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%e2%a5%eb%a5%d5%a5%a7%a5%aa%a1%d6%a5%b9%a5%ab%a1%bc%a5%ec%a5%eb%a1%d7%a1%d5	seesaa
モルフェオ「トイプー」	5(緑2)	500	2	"【召喚時】
自分はデッキから「デメテーの村娘」1枚を、レスト状態で置くことができる。その後、自分のデッキをシャッフルする。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%e2%a5%eb%a5%d5%a5%a7%a5%aa%a1%d6%a5%c8%a5%a4%a5%d7%a1%bc%a1%d7%a1%d5	seesaa
モルフェオ「パピリオ」	4(緑2)	500	1	"【常時】
自分のデッキまたは手札から種族「ニンフ」を持つマナが置かれるたび、相手のレスト状態であるミニオン1体を破壊する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%e2%a5%eb%a5%d5%a5%a7%a5%aa%a1%d6%a5%d1%a5%d4%a5%ea%a5%aa%a1%d7%a1%d5	seesaa
モルフェオ「ラビィ」	1(緑1)	200	0	"【常時】
自分の「デメテーの村娘」が置かれるたび、自分のプレイヤーを1回復する。
【常時】
このミニオンはベースに移動するとき、レスト状態で移動する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%e2%a5%eb%a5%d5%a5%a7%a5%aa%a1%d6%a5%e9%a5%d3%a5%a3%a1%d7%a1%d5	seesaa
モンスター・ブック	4	400	1	"【召喚時】
自分のデッキを上から3枚見て、その中のフィールド・ミニオンカード1枚を公開して手札に加える。残りをランダムにデッキの下に戻す。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%e2%a5%f3%a5%b9%a5%bf%a1%bc%a1%a6%a5%d6%a5%c3%a5%af%a1%d5	seesaa
ヤミーカクタス	3	300	1	"【召喚時】
自分はデッキの中からコスト2のマジックカード1枚を公開して手札に加える。そうした場合、自分のデッキをシャッフルする。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%e4%a5%df%a1%bc%a5%ab%a5%af%a5%bf%a5%b9%a1%d5	seesaa
ユリーカのワルツ	3(青1)			"【メイン】
自分はカードを2枚引く。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%e6%a5%ea%a1%bc%a5%ab%a4%ce%a5%ef%a5%eb%a5%c4%a1%d5	seesaa
ラスカル・インプ	2(紫1)	200	1	"【破壊時】
このターン中、相手のミニオン1体をBP-200して、本来の数値をDP-1する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%e9%a5%b9%a5%ab%a5%eb%a1%a6%a5%a4%a5%f3%a5%d7%a1%d5	seesaa
ラヴァイソン	5	700	2	-	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%e9%a5%f4%a5%a1%a5%a4%a5%bd%a5%f3%a1%d5	seesaa
リアクティブシールド	2(白1)			"【メイン】/【フラッシュ】
このターン中、ミニオン1体をBP+300する。
相手ターン中である場合、そのミニオンをアクティブにする。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%ea%a5%a2%a5%af%a5%c6%a5%a3%a5%d6%a5%b7%a1%bc%a5%eb%a5%c9%a1%d5	seesaa
リアニメート	3(紫1)			"【フラッシュ】
自分のトラッシュにある、コスト4以下のフィールド・ミニオンカード1枚を出す。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%ea%a5%a2%a5%cb%a5%e1%a1%bc%a5%c8%a1%d5	seesaa
リインカーネーション	7(紫2)			"【メイン】
自分のトラッシュにあるフィールド・ミニオンカード1枚を出す。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%ea%a5%a4%a5%f3%a5%ab%a1%bc%a5%cd%a1%bc%a5%b7%a5%e7%a5%f3%a1%d5	seesaa
リカオニードル	3(白2)	400	1	"再起
【常時】
自分の種族「デミゴッド」を持つミニオンがいる場合、このミニオンをBP+200/DP+1する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%ea%a5%ab%a5%aa%a5%cb%a1%bc%a5%c9%a5%eb%a1%d5	seesaa
リターニング	2(紫1)			"【メイン】
自分のトラッシュにある、種族「デーモン」を持つミニオンカードを2枚まで手札に戻す。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%ea%a5%bf%a1%bc%a5%cb%a5%f3%a5%b0%a1%d5	seesaa
リトル・プランク	3	300	1	"【召喚時】
自分のミニオンでない無色マナ1つを好きな色1つに変更する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%ea%a5%c8%a5%eb%a1%a6%a5%d7%a5%e9%a5%f3%a5%af%a1%d5	seesaa
リファイン	3(白1)			"【メイン】/【フラッシュ】
自分のフォース全てを1回復する。このターン中、自分のフォースに与えられるダメージを1軽減する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%ea%a5%d5%a5%a1%a5%a4%a5%f3%a1%d5	seesaa
リプレイス	2(白1)			"【メイン】
自分はカードを2枚引く。その後、自分の手札1枚を破棄する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%ea%a5%d7%a5%ec%a5%a4%a5%b9%a1%d5	seesaa
リボルバーコンドル	6	500	2	"【召喚時】
相手に1ダメージを与える。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%ea%a5%dc%a5%eb%a5%d0%a1%bc%a5%b3%a5%f3%a5%c9%a5%eb%a1%d5	seesaa
リワインドウインド	4(黄2)			"【メイン】/【フラッシュ】
ミニオン1体を手札に戻す。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%ea%a5%ef%a5%a4%a5%f3%a5%c9%a5%a6%a5%a4%a5%f3%a5%c9%a1%d5	seesaa
リングラプター	2(白1)	300	1	"【常時】
このミニオンは、相手のマジックの効果で選択できない。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%ea%a5%f3%a5%b0%a5%e9%a5%d7%a5%bf%a1%bc%a1%d5	seesaa
レインボージェリー	5(青2)	400	1	"潜入
【加護時】
自分はカードを1枚引く。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%ec%a5%a4%a5%f3%a5%dc%a1%bc%a5%b8%a5%a7%a5%ea%a1%bc%a1%d5	seesaa
レイヴン・キャット	3(黄1)	400	1	"【常時】
他の自分のミニオンがフィールドに出るたび、このターン中、このミニオンをBP+200する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%ec%a5%a4%a5%f4%a5%f3%a1%a6%a5%ad%a5%e3%a5%c3%a5%c8%a1%d5	seesaa
レブレーション	1(黄1)			"【メイン】
自分のデッキを上から3枚見て、その中のフィールド・ミニオンカード1枚を公開して手札に加える。残りをランダムにデッキの下に戻す。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%ec%a5%d6%a5%ec%a1%bc%a5%b7%a5%e7%a5%f3%a1%d5	seesaa
ローレルツォーク	2(緑1)	200	1	"【後退時】
自分の緑マナ1つをアクティブにする。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%ed%a1%bc%a5%ec%a5%eb%a5%c4%a5%a9%a1%bc%a5%af%a1%d5	seesaa
